,Region,County,First Dose,Series Complete,Report as of
7213,Mohawk Valley,Herkimer,19991,15218,04/09/2021
7214,North Country,Jefferson,34765,26651,04/09/2021
7215,New York City,Kings,725077,444770,04/09/2021
7216,North Country,Lewis,8275,6084,04/09/2021
7217,Finger Lakes,Livingston,21197,14344,04/09/2021
7218,Central New York,Madison,29057,20729,04/09/2021
7219,Finger Lakes,Monroe,294958,205071,04/09/2021
7220,Mohawk Valley,Montgomery,17898,13010,04/09/2021
7221,Long Island,Nassau,585700,393407,04/09/2021
7222,New York City,New York,705133,451470,04/09/2021
7223,Western New York,Niagara,74067,48508,04/09/2021
7224,Mohawk Valley,Oneida,82747,62003,04/09/2021
7225,Central New York,Onondaga,190250,135504,04/09/2021
7226,Finger Lakes,Ontario,48503,32179,04/09/2021
7227,Mid-Hudson,Orange,116345,70156,04/09/2021
7228,Finger Lakes,Orleans,10745,7211,04/09/2021
7229,Central New York,Oswego,39324,28332,04/09/2021
7230,Mohawk Valley,Otsego,22465,15204,04/09/2021
7231,Mid-Hudson,Putnam,40082,26284,04/09/2021
7232,New York City,Queens,799550,503326,04/09/2021
7233,Capital Region,Rensselaer,61465,42074,04/09/2021
7234,New York City,Richmond,162362,108326,04/09/2021
7235,Mid-Hudson,Rockland,110098,73140,04/09/2021
7236,Capital Region,Saratoga,98670,68907,04/09/2021
7237,Capital Region,Schenectady,68336,47261,04/09/2021
7238,Mohawk Valley,Schoharie,9698,6113,04/09/2021
7239,Southern Tier,Schuyler,6547,4863,04/09/2021
7240,Finger Lakes,Seneca,11348,7869,04/09/2021
7241,North Country,St. Lawrence,42155,32867,04/09/2021
7242,Southern Tier,Steuben,28586,17785,04/09/2021
7243,Long Island,Suffolk,531904,323473,04/09/2021
7244,Mid-Hudson,Sullivan,23675,15478,04/09/2021
7245,Southern Tier,Tioga,13420,9310,04/09/2021
7246,Southern Tier,Tompkins,49567,28120,04/09/2021
7247,Mid-Hudson,Ulster,78316,49541,04/09/2021
7248,Capital Region,Warren,27728,21146,04/09/2021
7249,Capital Region,Washington,18762,13881,04/09/2021
7250,Finger Lakes,Wayne,32111,23222,04/09/2021
7251,Mid-Hudson,Westchester,398844,264621,04/09/2021
7252,Finger Lakes,Wyoming,12037,7592,04/09/2021
7253,Finger Lakes,Yates,8847,6418,04/09/2021
7254,Capital Region,Albany,131195,92292,04/10/2021
7255,Western New York,Allegany,12718,8896,04/10/2021
7256,New York City,Bronx,326260,207559,04/10/2021
7257,Southern Tier,Broome,74823,54246,04/10/2021
7258,Western New York,Cattaraugus,23402,16189,04/10/2021
7259,Central New York,Cayuga,28082,20301,04/10/2021
7260,Western New York,Chautauqua,45906,29270,04/10/2021
7261,Southern Tier,Chemung,27221,19543,04/10/2021
7262,Southern Tier,Chenango,16162,10615,04/10/2021
7263,North Country,Clinton,36920,27595,04/10/2021
7264,Capital Region,Columbia,24549,16315,04/10/2021
7265,Central New York,Cortland,17024,11000,04/10/2021
7266,Southern Tier,Delaware,13605,8810,04/10/2021
7267,Mid-Hudson,Dutchess,115620,70858,04/10/2021
7268,Western New York,Erie,363067,245611,04/10/2021
7269,North Country,Essex,16769,12610,04/10/2021
7270,North Country,Franklin,19468,14825,04/10/2021
7271,Mohawk Valley,Fulton,14949,10841,04/10/2021
7272,Finger Lakes,Genesee,19620,13324,04/10/2021
7273,Capital Region,Greene,17213,10529,04/10/2021
7274,North Country,Hamilton,2554,1979,04/10/2021
7275,Mohawk Valley,Herkimer,20244,15322,04/10/2021
7276,North Country,Jefferson,34959,26792,04/10/2021
7277,New York City,Kings,742803,456452,04/10/2021
7278,North Country,Lewis,8302,6106,04/10/2021
7279,Finger Lakes,Livingston,21404,14617,04/10/2021
7280,Central New York,Madison,29318,21112,04/10/2021
7281,Finger Lakes,Monroe,300229,211006,04/10/2021
7282,Mohawk Valley,Montgomery,18035,13152,04/10/2021
7283,Long Island,Nassau,593848,401567,04/10/2021
7284,New York City,New York,719589,463049,04/10/2021
7285,Western New York,Niagara,75245,50054,04/10/2021
7286,Mohawk Valley,Oneida,83845,62633,04/10/2021
7287,Central New York,Onondaga,192375,137894,04/10/2021
7288,Finger Lakes,Ontario,49045,33040,04/10/2021
7289,Mid-Hudson,Orange,117516,71507,04/10/2021
7290,Finger Lakes,Orleans,10856,7364,04/10/2021
7291,Central New York,Oswego,40065,29491,04/10/2021
7292,Mohawk Valley,Otsego,22645,15660,04/10/2021
7293,Mid-Hudson,Putnam,40590,26787,04/10/2021
7294,New York City,Queens,817330,517541,04/10/2021
7295,Capital Region,Rensselaer,62320,43116,04/10/2021
7296,New York City,Richmond,164517,111024,04/10/2021
7297,Mid-Hudson,Rockland,111136,74116,04/10/2021
7298,Capital Region,Saratoga,99980,70521,04/10/2021
7299,Capital Region,Schenectady,69019,48099,04/10/2021
7300,Mohawk Valley,Schoharie,9814,6214,04/10/2021
7301,Southern Tier,Schuyler,6605,4924,04/10/2021
7302,Finger Lakes,Seneca,11452,7981,04/10/2021
7303,North Country,St. Lawrence,42489,33232,04/10/2021
7304,Southern Tier,Steuben,28784,18381,04/10/2021
7305,Long Island,Suffolk,538595,331079,04/10/2021
7306,Mid-Hudson,Sullivan,23970,15731,04/10/2021
7307,Southern Tier,Tioga,13713,9648,04/10/2021
7308,Southern Tier,Tompkins,50219,28912,04/10/2021
7309,Mid-Hudson,Ulster,78786,50099,04/10/2021
7310,Capital Region,Warren,28051,21575,04/10/2021
7311,Capital Region,Washington,19106,14270,04/10/2021
7312,Finger Lakes,Wayne,32657,23905,04/10/2021
7313,Mid-Hudson,Westchester,405074,271275,04/10/2021
7314,Finger Lakes,Wyoming,12129,7700,04/10/2021
7315,Finger Lakes,Yates,8883,6553,04/10/2021
7316,Capital Region,Albany,132877,94149,04/11/2021
7317,Western New York,Allegany,12756,8952,04/11/2021
7318,New York City,Bronx,330093,211091,04/11/2021
7319,Southern Tier,Broome,75632,55221,04/11/2021
7320,Western New York,Cattaraugus,23509,16315,04/11/2021
7321,Central New York,Cayuga,28390,20574,04/11/2021
7322,Western New York,Chautauqua,46210,29831,04/11/2021
7323,Southern Tier,Chemung,27328,19729,04/11/2021
7324,Southern Tier,Chenango,16551,11429,04/11/2021
7325,North Country,Clinton,37167,27812,04/11/2021
7326,Capital Region,Columbia,24768,16498,04/11/2021
7327,Central New York,Cortland,17119,11133,04/11/2021
7328,Southern Tier,Delaware,13767,9066,04/11/2021
7329,Mid-Hudson,Dutchess,117201,71880,04/11/2021
7330,Western New York,Erie,367451,250967,04/11/2021
7331,North Country,Essex,16872,12743,04/11/2021
7332,North Country,Franklin,19512,14901,04/11/2021
7333,Mohawk Valley,Fulton,15053,10959,04/11/2021
7334,Finger Lakes,Genesee,19766,13473,04/11/2021
7335,Capital Region,Greene,17342,10992,04/11/2021
7336,North Country,Hamilton,2556,1980,04/11/2021
7337,Mohawk Valley,Herkimer,20410,15496,04/11/2021
7338,North Country,Jefferson,35144,26911,04/11/2021
7339,New York City,Kings,758576,466492,04/11/2021
7340,North Country,Lewis,8312,6127,04/11/2021
7341,Finger Lakes,Livingston,21546,14764,04/11/2021
7342,Central New York,Madison,29488,21337,04/11/2021
7343,Finger Lakes,Monroe,303157,214503,04/11/2021
7344,Mohawk Valley,Montgomery,18201,13624,04/11/2021
7345,Long Island,Nassau,600514,408217,04/11/2021
7346,New York City,New York,731164,473370,04/11/2021
7347,Western New York,Niagara,76275,50983,04/11/2021
7348,Mohawk Valley,Oneida,84749,63655,04/11/2021
7349,Central New York,Onondaga,194258,139853,04/11/2021
7350,Finger Lakes,Ontario,49336,33462,04/11/2021
7351,Mid-Hudson,Orange,118526,72927,04/11/2021
7352,Finger Lakes,Orleans,10922,7429,04/11/2021
7353,Central New York,Oswego,40371,29828,04/11/2021
7354,Mohawk Valley,Otsego,22875,16155,04/11/2021
7355,Mid-Hudson,Putnam,41127,27072,04/11/2021
7356,New York City,Queens,833570,529852,04/11/2021
7357,Capital Region,Rensselaer,62949,43929,04/11/2021
7358,New York City,Richmond,166606,113604,04/11/2021
7359,Mid-Hudson,Rockland,112011,75013,04/11/2021
7360,Capital Region,Saratoga,101153,71670,04/11/2021
7361,Capital Region,Schenectady,69782,49033,04/11/2021
7362,Mohawk Valley,Schoharie,9945,6842,04/11/2021
7363,Southern Tier,Schuyler,6637,4957,04/11/2021
7364,Finger Lakes,Seneca,11510,8060,04/11/2021
7365,North Country,St. Lawrence,42717,33509,04/11/2021
7366,Southern Tier,Steuben,28938,18650,04/11/2021
7367,Long Island,Suffolk,544304,337098,04/11/2021
7368,Mid-Hudson,Sullivan,24072,15895,04/11/2021
7369,Southern Tier,Tioga,13812,9772,04/11/2021
7370,Southern Tier,Tompkins,50858,29571,04/11/2021
7371,Mid-Hudson,Ulster,79748,50762,04/11/2021
7372,Capital Region,Warren,28298,21845,04/11/2021
7373,Capital Region,Washington,19330,14453,04/11/2021
7374,Finger Lakes,Wayne,32892,24176,04/11/2021
7375,Mid-Hudson,Westchester,409414,275827,04/11/2021
7376,Finger Lakes,Wyoming,12184,7768,04/11/2021
7377,Finger Lakes,Yates,8906,6637,04/11/2021
7378,Capital Region,Albany,134916,95933,04/12/2021
7379,Western New York,Allegany,12814,9069,04/12/2021
7380,New York City,Bronx,336726,216146,04/12/2021
7381,Southern Tier,Broome,76554,56698,04/12/2021
7382,Western New York,Cattaraugus,23706,16476,04/12/2021
7383,Central New York,Cayuga,28682,21067,04/12/2021
7384,Western New York,Chautauqua,46413,30248,04/12/2021
7385,Southern Tier,Chemung,28220,21066,04/12/2021
7386,Southern Tier,Chenango,16650,11667,04/12/2021
7387,North Country,Clinton,37588,28282,04/12/2021
7388,Capital Region,Columbia,25047,16781,04/12/2021
7389,Central New York,Cortland,17290,11357,04/12/2021
7390,Southern Tier,Delaware,14004,9344,04/12/2021
7391,Mid-Hudson,Dutchess,119338,73821,04/12/2021
7392,Western New York,Erie,373071,256249,04/12/2021
7393,North Country,Essex,16999,12945,04/12/2021
7394,North Country,Franklin,19658,15316,04/12/2021
7395,Mohawk Valley,Fulton,15266,11151,04/12/2021
7396,Finger Lakes,Genesee,20110,13747,04/12/2021
7397,Capital Region,Greene,17771,11167,04/12/2021
7398,North Country,Hamilton,2562,1989,04/12/2021
7399,Mohawk Valley,Herkimer,20551,15882,04/12/2021
7400,North Country,Jefferson,35430,27556,04/12/2021
7401,New York City,Kings,775957,478256,04/12/2021
7402,North Country,Lewis,8487,6231,04/12/2021
7403,Finger Lakes,Livingston,21854,15010,04/12/2021
7404,Central New York,Madison,29804,21878,04/12/2021
7405,Finger Lakes,Monroe,307442,219029,04/12/2021
7406,Mohawk Valley,Montgomery,18345,13832,04/12/2021
7407,Long Island,Nassau,608844,417656,04/12/2021
7408,New York City,New York,745311,483482,04/12/2021
7409,Western New York,Niagara,77510,52009,04/12/2021
7410,Mohawk Valley,Oneida,85450,65493,04/12/2021
7411,Central New York,Onondaga,198275,143139,04/12/2021
7412,Finger Lakes,Ontario,49945,34036,04/12/2021
7413,Mid-Hudson,Orange,120263,75062,04/12/2021
7414,Finger Lakes,Orleans,11449,7568,04/12/2021
7415,Central New York,Oswego,41027,30710,04/12/2021
7416,Mohawk Valley,Otsego,23112,16596,04/12/2021
7417,Mid-Hudson,Putnam,41744,27665,04/12/2021
7418,New York City,Queens,852315,541742,04/12/2021
7419,Capital Region,Rensselaer,63806,44684,04/12/2021
7420,New York City,Richmond,168961,115346,04/12/2021
7421,Mid-Hudson,Rockland,113749,77001,04/12/2021
7422,Capital Region,Saratoga,103007,73717,04/12/2021
7423,Capital Region,Schenectady,71066,50072,04/12/2021
7424,Mohawk Valley,Schoharie,10059,6997,04/12/2021
7425,Southern Tier,Schuyler,6739,5111,04/12/2021
7426,Finger Lakes,Seneca,11603,8197,04/12/2021
7427,North Country,St. Lawrence,42979,34136,04/12/2021
7428,Southern Tier,Steuben,29519,19578,04/12/2021
7429,Long Island,Suffolk,553241,346631,04/12/2021
7430,Mid-Hudson,Sullivan,24379,16285,04/12/2021
7431,Southern Tier,Tioga,14002,10156,04/12/2021
7432,Southern Tier,Tompkins,51348,30355,04/12/2021
7433,Mid-Hudson,Ulster,81453,52631,04/12/2021
7434,Capital Region,Warren,28623,22224,04/12/2021
7435,Capital Region,Washington,19653,14798,04/12/2021
7436,Finger Lakes,Wayne,33475,24793,04/12/2021
7437,Mid-Hudson,Westchester,416295,283290,04/12/2021
7438,Finger Lakes,Wyoming,12378,7944,04/12/2021
7439,Finger Lakes,Yates,8975,6708,04/12/2021
7440,Capital Region,Albany,136387,97494,04/13/2021
7441,Western New York,Allegany,12848,9144,04/13/2021
7442,New York City,Bronx,342094,220131,04/13/2021
7443,Southern Tier,Broome,77213,57341,04/13/2021
7444,Western New York,Cattaraugus,23797,16664,04/13/2021
7445,Central New York,Cayuga,28901,21376,04/13/2021
7446,Western New York,Chautauqua,46810,30790,04/13/2021
7447,Southern Tier,Chemung,28361,21493,04/13/2021
7448,Southern Tier,Chenango,16728,11804,04/13/2021
7449,North Country,Clinton,37871,28731,04/13/2021
7450,Capital Region,Columbia,25290,17044,04/13/2021
7451,Central New York,Cortland,17381,11494,04/13/2021
7452,Southern Tier,Delaware,14123,9548,04/13/2021
7453,Mid-Hudson,Dutchess,121697,74958,04/13/2021
7454,Western New York,Erie,378499,261100,04/13/2021
7455,North Country,Essex,17139,13097,04/13/2021
7456,North Country,Franklin,19718,15535,04/13/2021
7457,Mohawk Valley,Fulton,15438,11268,04/13/2021
7458,Finger Lakes,Genesee,20283,13899,04/13/2021
7459,Capital Region,Greene,17872,11515,04/13/2021
7460,North Country,Hamilton,2568,1996,04/13/2021
7461,Mohawk Valley,Herkimer,20689,16072,04/13/2021
7462,North Country,Jefferson,35649,28296,04/13/2021
7463,New York City,Kings,790476,486141,04/13/2021
7464,North Country,Lewis,8514,6321,04/13/2021
7465,Finger Lakes,Livingston,22191,15238,04/13/2021
7466,Central New York,Madison,30091,22269,04/13/2021
7467,Finger Lakes,Monroe,311821,223595,04/13/2021
7468,Mohawk Valley,Montgomery,18628,13941,04/13/2021
7469,Long Island,Nassau,615473,425281,04/13/2021
7470,New York City,New York,757648,490492,04/13/2021
7471,Western New York,Niagara,78472,52969,04/13/2021
7472,Mohawk Valley,Oneida,86212,66124,04/13/2021
7473,Central New York,Onondaga,202112,145796,04/13/2021
7474,Finger Lakes,Ontario,50392,34520,04/13/2021
7475,Mid-Hudson,Orange,121897,77865,04/13/2021
7476,Finger Lakes,Orleans,11515,7924,04/13/2021
7477,Central New York,Oswego,41533,31251,04/13/2021
7478,Mohawk Valley,Otsego,23346,17158,04/13/2021
7479,Mid-Hudson,Putnam,42673,28143,04/13/2021
7480,New York City,Queens,866944,549664,04/13/2021
7481,Capital Region,Rensselaer,64676,45548,04/13/2021
7482,New York City,Richmond,171360,116676,04/13/2021
7483,Mid-Hudson,Rockland,114922,78274,04/13/2021
7484,Capital Region,Saratoga,104026,75141,04/13/2021
7485,Capital Region,Schenectady,71869,51048,04/13/2021
7486,Mohawk Valley,Schoharie,10296,7103,04/13/2021
7487,Southern Tier,Schuyler,6783,5171,04/13/2021
7488,Finger Lakes,Seneca,11673,8298,04/13/2021
7489,North Country,St. Lawrence,43246,34600,04/13/2021
7490,Southern Tier,Steuben,29786,20058,04/13/2021
7491,Long Island,Suffolk,559682,354456,04/13/2021
7492,Mid-Hudson,Sullivan,24656,16519,04/13/2021
7493,Southern Tier,Tioga,14107,10308,04/13/2021
7494,Southern Tier,Tompkins,51795,31869,04/13/2021
7495,Mid-Hudson,Ulster,82108,53370,04/13/2021
7496,Capital Region,Warren,28883,22625,04/13/2021
7497,Capital Region,Washington,19824,15023,04/13/2021
7498,Finger Lakes,Wayne,33795,25547,04/13/2021
7499,Mid-Hudson,Westchester,422233,288214,04/13/2021
7500,Finger Lakes,Wyoming,12476,8073,04/13/2021
7501,Finger Lakes,Yates,9017,6738,04/13/2021
7502,Capital Region,Albany,138663,98437,04/14/2021
7503,Western New York,Allegany,12919,9279,04/14/2021
7504,New York City,Bronx,347536,224934,04/14/2021
7505,Southern Tier,Broome,77797,58447,04/14/2021
7506,Western New York,Cattaraugus,23912,17395,04/14/2021
7507,Central New York,Cayuga,29072,21939,04/14/2021
7508,Western New York,Chautauqua,47105,32797,04/14/2021
7509,Southern Tier,Chemung,28520,21768,04/14/2021
7510,Southern Tier,Chenango,16896,12034,04/14/2021
7511,North Country,Clinton,38182,29053,04/14/2021
7512,Capital Region,Columbia,25566,17235,04/14/2021
7513,Central New York,Cortland,17453,11818,04/14/2021
7514,Southern Tier,Delaware,14263,9768,04/14/2021
7515,Mid-Hudson,Dutchess,122839,76753,04/14/2021
7516,Western New York,Erie,382938,266657,04/14/2021
7517,North Country,Essex,17211,13358,04/14/2021
7518,North Country,Franklin,19772,15764,04/14/2021
7519,Mohawk Valley,Fulton,15629,11868,04/14/2021
7520,Finger Lakes,Genesee,20774,14059,04/14/2021
7521,Capital Region,Greene,18116,11651,04/14/2021
7522,North Country,Hamilton,2587,2045,04/14/2021
7523,Mohawk Valley,Herkimer,20819,16323,04/14/2021
7524,North Country,Jefferson,35959,28633,04/14/2021
7525,New York City,Kings,804059,494599,04/14/2021
7526,North Country,Lewis,8528,6402,04/14/2021
7527,Finger Lakes,Livingston,22382,15825,04/14/2021
7528,Central New York,Madison,30429,22637,04/14/2021
7529,Finger Lakes,Monroe,315740,228310,04/14/2021
7530,Mohawk Valley,Montgomery,18802,14198,04/14/2021
7531,Long Island,Nassau,621525,433052,04/14/2021
7532,New York City,New York,768499,498702,04/14/2021
7533,Western New York,Niagara,79399,55339,04/14/2021
7534,Mohawk Valley,Oneida,86856,66668,04/14/2021
7535,Central New York,Onondaga,204828,148724,04/14/2021
7536,Finger Lakes,Ontario,50773,36117,04/14/2021
7537,Mid-Hudson,Orange,123219,81650,04/14/2021
7538,Finger Lakes,Orleans,11609,8046,04/14/2021
7539,Central New York,Oswego,41730,31647,04/14/2021
7540,Mohawk Valley,Otsego,23662,17558,04/14/2021
7541,Mid-Hudson,Putnam,43082,28607,04/14/2021
7542,New York City,Queens,882374,558949,04/14/2021
7543,Capital Region,Rensselaer,65868,46065,04/14/2021
7544,New York City,Richmond,173207,117951,04/14/2021
7545,Mid-Hudson,Rockland,116291,79523,04/14/2021
7546,Capital Region,Saratoga,105075,76703,04/14/2021
7547,Capital Region,Schenectady,73035,51630,04/14/2021
7548,Mohawk Valley,Schoharie,10383,7230,04/14/2021
7549,Southern Tier,Schuyler,6886,5225,04/14/2021
7550,Finger Lakes,Seneca,11710,8878,04/14/2021
7551,North Country,St. Lawrence,43383,34933,04/14/2021
7552,Southern Tier,Steuben,30050,20928,04/14/2021
7553,Long Island,Suffolk,566691,362426,04/14/2021
7554,Mid-Hudson,Sullivan,25104,16824,04/14/2021
7555,Southern Tier,Tioga,14208,10496,04/14/2021
7556,Southern Tier,Tompkins,52145,33349,04/14/2021
7557,Mid-Hudson,Ulster,83089,54532,04/14/2021
7558,Capital Region,Warren,29219,23111,04/14/2021
7559,Capital Region,Washington,19978,15276,04/14/2021
7560,Finger Lakes,Wayne,33982,25933,04/14/2021
7561,Mid-Hudson,Westchester,427812,293499,04/14/2021
7562,Finger Lakes,Wyoming,12584,8554,04/14/2021
7563,Finger Lakes,Yates,9060,7091,04/14/2021
7564,Capital Region,Albany,140298,100324,04/15/2021
7565,Western New York,Allegany,13107,9637,04/15/2021
7566,New York City,Bronx,353551,230820,04/15/2021
7567,Southern Tier,Broome,78564,59227,04/15/2021
7568,Western New York,Cattaraugus,24283,17903,04/15/2021
7569,Central New York,Cayuga,29296,22180,04/15/2021
7570,Western New York,Chautauqua,47419,33284,04/15/2021
7571,Southern Tier,Chemung,28628,22433,04/15/2021
7572,Southern Tier,Chenango,17057,12135,04/15/2021
7573,North Country,Clinton,38397,29343,04/15/2021
7574,Capital Region,Columbia,25834,17757,04/15/2021
7575,Central New York,Cortland,17550,11952,04/15/2021
7576,Southern Tier,Delaware,14394,9947,04/15/2021
7577,Mid-Hudson,Dutchess,124221,79519,04/15/2021
7578,Western New York,Erie,388070,271408,04/15/2021
7579,North Country,Essex,17294,13755,04/15/2021
7580,North Country,Franklin,19840,16129,04/15/2021
7581,Mohawk Valley,Fulton,15892,12143,04/15/2021
7582,Finger Lakes,Genesee,20923,14233,04/15/2021
7583,Capital Region,Greene,18380,11778,04/15/2021
7584,North Country,Hamilton,2591,2155,04/15/2021
7585,Mohawk Valley,Herkimer,20970,16460,04/15/2021
7586,North Country,Jefferson,36335,29314,04/15/2021
7587,New York City,Kings,819185,505435,04/15/2021
7588,North Country,Lewis,8553,6604,04/15/2021
7589,Finger Lakes,Livingston,22474,16328,04/15/2021
7590,Central New York,Madison,30730,22999,04/15/2021
7591,Finger Lakes,Monroe,318817,230785,04/15/2021
7592,Mohawk Valley,Montgomery,19005,14435,04/15/2021
7593,Long Island,Nassau,627714,440950,04/15/2021
7594,New York City,New York,779676,507726,04/15/2021
7595,Western New York,Niagara,80927,56466,04/15/2021
7596,Mohawk Valley,Oneida,87554,67782,04/15/2021
7597,Central New York,Onondaga,207828,151766,04/15/2021
7598,Finger Lakes,Ontario,51203,37534,04/15/2021
7599,Mid-Hudson,Orange,125010,83377,04/15/2021
7600,Finger Lakes,Orleans,11864,8398,04/15/2021
7601,Central New York,Oswego,42044,31897,04/15/2021
7602,Mohawk Valley,Otsego,23876,17905,04/15/2021
7603,Mid-Hudson,Putnam,43897,29564,04/15/2021
7604,New York City,Queens,898686,571087,04/15/2021
7605,Capital Region,Rensselaer,67001,47171,04/15/2021
7606,New York City,Richmond,175957,120021,04/15/2021
7607,Mid-Hudson,Rockland,117762,80563,04/15/2021
7608,Capital Region,Saratoga,106770,77789,04/15/2021
7609,Capital Region,Schenectady,73949,52337,04/15/2021
7610,Mohawk Valley,Schoharie,10475,7635,04/15/2021
7611,Southern Tier,Schuyler,6928,5431,04/15/2021
7612,Finger Lakes,Seneca,11891,8956,04/15/2021
7613,North Country,St. Lawrence,43590,35285,04/15/2021
7614,Southern Tier,Steuben,30243,22028,04/15/2021
7615,Long Island,Suffolk,572766,371964,04/15/2021
7616,Mid-Hudson,Sullivan,25313,17505,04/15/2021
7617,Southern Tier,Tioga,14305,10900,04/15/2021
7618,Southern Tier,Tompkins,52430,34346,04/15/2021
7619,Mid-Hudson,Ulster,83724,55405,04/15/2021
7620,Capital Region,Warren,29418,23569,04/15/2021
7621,Capital Region,Washington,20141,15534,04/15/2021
7622,Finger Lakes,Wayne,34219,26837,04/15/2021
7623,Mid-Hudson,Westchester,433708,298167,04/15/2021
7624,Finger Lakes,Wyoming,12737,8736,04/15/2021
7625,Finger Lakes,Yates,9189,7254,04/15/2021
7626,Capital Region,Albany,141720,101664,04/16/2021
7627,Western New York,Allegany,13238,10096,04/16/2021
7628,New York City,Bronx,359627,236857,04/16/2021
7629,Southern Tier,Broome,79398,60027,04/16/2021
7630,Western New York,Cattaraugus,24434,18477,04/16/2021
7631,Central New York,Cayuga,29648,22488,04/16/2021
7632,Western New York,Chautauqua,48002,33860,04/16/2021
7633,Southern Tier,Chemung,28725,22873,04/16/2021
7634,Southern Tier,Chenango,17346,12719,04/16/2021
7635,North Country,Clinton,38604,29876,04/16/2021
7636,Capital Region,Columbia,26207,18290,04/16/2021
7637,Central New York,Cortland,17697,12063,04/16/2021
7638,Southern Tier,Delaware,14581,10282,04/16/2021
7639,Mid-Hudson,Dutchess,125392,81544,04/16/2021
7640,Western New York,Erie,393362,277428,04/16/2021
7641,North Country,Essex,17405,13966,04/16/2021
7642,North Country,Franklin,19939,16297,04/16/2021
7643,Mohawk Valley,Fulton,16091,12374,04/16/2021
7644,Finger Lakes,Genesee,21112,14668,04/16/2021
7645,Capital Region,Greene,18526,12554,04/16/2021
7646,North Country,Hamilton,2622,2264,04/16/2021
7647,Mohawk Valley,Herkimer,21262,16755,04/16/2021
7648,North Country,Jefferson,36800,29482,04/16/2021
7649,New York City,Kings,834683,517158,04/16/2021
7650,North Country,Lewis,8594,6829,04/16/2021
7651,Finger Lakes,Livingston,22765,16893,04/16/2021
7652,Central New York,Madison,31161,23642,04/16/2021
7653,Finger Lakes,Monroe,323749,235869,04/16/2021
7654,Mohawk Valley,Montgomery,19296,14687,04/16/2021
7655,Long Island,Nassau,635078,448849,04/16/2021
7656,New York City,New York,791820,517845,04/16/2021
7657,Western New York,Niagara,82007,57429,04/16/2021
7658,Mohawk Valley,Oneida,89107,68625,04/16/2021
7659,Central New York,Onondaga,210465,154061,04/16/2021
7660,Finger Lakes,Ontario,51584,38367,04/16/2021
7661,Mid-Hudson,Orange,127051,85092,04/16/2021
7662,Finger Lakes,Orleans,12040,8500,04/16/2021
7663,Central New York,Oswego,42833,32314,04/16/2021
7664,Mohawk Valley,Otsego,24149,18358,04/16/2021
7665,Mid-Hudson,Putnam,44367,30104,04/16/2021
7666,New York City,Queens,915847,584620,04/16/2021
7667,Capital Region,Rensselaer,68016,48491,04/16/2021
7668,New York City,Richmond,178640,122158,04/16/2021
7669,Mid-Hudson,Rockland,118873,81655,04/16/2021
7670,Capital Region,Saratoga,108118,79249,04/16/2021
7671,Capital Region,Schenectady,74783,53281,04/16/2021
7672,Mohawk Valley,Schoharie,10608,7763,04/16/2021
7673,Southern Tier,Schuyler,6970,5527,04/16/2021
7674,Finger Lakes,Seneca,12010,9189,04/16/2021
7675,North Country,St. Lawrence,43845,35860,04/16/2021
7676,Southern Tier,Steuben,30475,22889,04/16/2021
7677,Long Island,Suffolk,578972,383345,04/16/2021
7678,Mid-Hudson,Sullivan,25645,18272,04/16/2021
7679,Southern Tier,Tioga,14539,11124,04/16/2021
7680,Southern Tier,Tompkins,53821,34853,04/16/2021
7681,Mid-Hudson,Ulster,84368,58212,04/16/2021
7682,Capital Region,Warren,29769,23999,04/16/2021
7683,Capital Region,Washington,20444,16016,04/16/2021
7684,Finger Lakes,Wayne,34860,27274,04/16/2021
7685,Mid-Hudson,Westchester,439498,303590,04/16/2021
7686,Finger Lakes,Wyoming,12943,9036,04/16/2021
7687,Finger Lakes,Yates,9227,7303,04/16/2021
7688,Capital Region,Albany,143085,103205,04/17/2021
7689,Western New York,Allegany,13281,10523,04/17/2021
7690,New York City,Bronx,364316,241551,04/17/2021
7691,Southern Tier,Broome,80034,60647,04/17/2021
7692,Western New York,Cattaraugus,24576,18703,04/17/2021
7693,Central New York,Cayuga,29838,22640,04/17/2021
7694,Western New York,Chautauqua,48324,34216,04/17/2021
7695,Southern Tier,Chemung,28880,22996,04/17/2021
7696,Southern Tier,Chenango,17555,13122,04/17/2021
7697,North Country,Clinton,38862,30130,04/17/2021
7698,Capital Region,Columbia,26477,19007,04/17/2021
7699,Central New York,Cortland,17892,12458,04/17/2021
7700,Southern Tier,Delaware,14734,10889,04/17/2021
7701,Mid-Hudson,Dutchess,126464,82944,04/17/2021
7702,Western New York,Erie,398335,283128,04/17/2021
7703,North Country,Essex,17501,14076,04/17/2021
7704,North Country,Franklin,19994,16443,04/17/2021
7705,Mohawk Valley,Fulton,16339,12557,04/17/2021
7706,Finger Lakes,Genesee,21295,14835,04/17/2021
7707,Capital Region,Greene,18705,12994,04/17/2021
7708,North Country,Hamilton,2627,2270,04/17/2021
7709,Mohawk Valley,Herkimer,21501,17006,04/17/2021
7710,North Country,Jefferson,37011,29601,04/17/2021
7711,New York City,Kings,848553,526817,04/17/2021
7712,North Country,Lewis,8638,6863,04/17/2021
7713,Finger Lakes,Livingston,22958,17244,04/17/2021
7714,Central New York,Madison,31602,24014,04/17/2021
7715,Finger Lakes,Monroe,328374,240905,04/17/2021
7716,Mohawk Valley,Montgomery,19545,14817,04/17/2021
7717,Long Island,Nassau,642561,456337,04/17/2021
