,Order Date,Clinic Name,Clinic Address,Clinic Suite,Clinic additional Address,Clinic City,Clinic State,Clinic Zip,County Name,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered,Total Covid Volume Ordered,Georeferenced Latitude & Longitude
0,06/23/2021,Derry Street Pharmacy,1304 Derry St,,,Harrisburg,Pennsylvania,17104,Dauphin,0,100,0,100,POINT (-76.868574 40.263018)
1,10/01/2021,Vybe Bensalem,3626 Street Road,,,Bensalem,Pennsylvania,19020,Bucks,0,560,0,560,POINT (-74.963381 40.126209)
2,05/14/2021,Valley Pharmacy,647 state route 93 hwy,,,Sugarloaf,Pennsylvania,18249,Luzerne,0,100,0,100,
3,08/13/2021,Keystone Community Health Services,111 Chambers Hill Drive,Suite 102,,Chambersburg,Pennsylvania,17201,Franklin,0,280,0,280,
4,08/10/2021,Harrolds Pharmacy,250 Old River Road,,,Wilkes Barre,Pennsylvania,18702,Luzerne,0,140,0,140,POINT (-75.907849 41.241791)
5,08/12/2021,State College Family Medicine,2188 Sandy Dr,A,,State College,Pennsylvania,16803,Centre,0,140,0,140,POINT (-77.901296 40.782338)
6,08/11/2021,Centerville Clinics-Washington,37 HIGHLAND AVE,,,Washington,Pennsylvania,15301,Washington,0,140,0,140,POINT (-80.244837 40.174671)
7,08/13/2021,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,420,0,420,POINT (-75.081101 40.108944)
8,08/12/2021,Martin Drugs Incorporated,627 S. Chester Road,,,Swarthmore,Pennsylvania,19081,Delaware,0,140,0,140,POINT (-75.353599 39.890698)
9,08/13/2021,Hamilton Health Center,110 South 17th Street,,,Harrisburg,Pennsylvania,17104,Dauphin,0,140,0,140,POINT (-76.863982 40.265624)
10,08/12/2021,Hyde Drug Store,2412 Wilmington Rd,,,New Castle,Pennsylvania,16105,Lawrence,0,140,0,140,POINT (-80.353731 41.026174)
11,08/11/2021,SCI-Coal Township,1 Kelley Dr,,,Coal Township,Pennsylvania,17866,Northumberland,0,560,0,560,POINT (-76.555486 40.805884)
12,08/09/2021,EMS Medical Management Inc,1000 N. Gravel Pike,Suite 100,,Schwenksville,Pennsylvania,19473,Montgomery,0,560,0,560,POINT (-75.467361 40.268)
13,08/10/2021,Adagio Health-Indiana,1097 Oak Street,,,Indiana,Pennsylvania,15701,Indiana,0,140,0,140,POINT (-79.159986 40.625771)
14,08/12/2021,PHN Tri Cty Com Hlth Ctr,1555 Shawna Road,,,Cherry Tree,Pennsylvania,15724,Cambria,0,140,0,140,POINT (-78.799345 40.716831)
15,08/12/2021,Delta Medix PC,300 Lackawanna Avenue,200,,Scranton,Pennsylvania,18503,Lackawanna,0,420,0,420,POINT (-75.667364 41.408249)
16,08/13/2021,Wellspan Good Samaritan Hospital,252 S 4th Street,,,Lebanon,Pennsylvania,17042,Lebanon,0,140,0,140,POINT (-76.41735 40.336018)
17,08/12/2021,KeystoneCare Health LLC,8765 Stenton Ave.,,,Wyndmoor,Pennsylvania,19038,Montgomery,0,140,0,140,POINT (-75.205312 40.082381)
18,08/11/2021,MacDonalds Pharmacy,214 Peach Orchard Road,,,Mc Connellsburg,Pennsylvania,17233,Fulton,0,140,0,140,POINT (-78.009 39.936716)
19,08/10/2021,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,,,ALTOONA,PA,16602,Blair,0,280,0,280,POINT (-78.339635 40.562816)
20,08/13/2021,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,140,0,140,
21,08/13/2021,Bensalem Pharmacy,2112 Street Road,,,Bensalem,Pennsylvania,19020,Bucks,0,280,0,280,POINT (-74.947868 40.099555)
22,08/11/2021,Centro De Salud Latino Americano,17th & Chew St,403,,Allentown,Pennsylvania,18104,Lehigh,0,560,0,560,
23,08/12/2021,Caring Comm Hlth Ctr-Wilkes Barre,175 South Wilkes Barre Blvd,,,Wilkes Barre,Pennsylvania,18702,Luzerne,0,140,0,140,POINT (-75.883518 41.239254)
24,09/17/2021,Meadville Medical Center,751 Liberty Street,,,Meadville,Pennsylvania,16335,Crawford,1170,0,0,1170,POINT (-80.146336 41.641788)
25,08/12/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,140,0,140,POINT (-75.722913 39.844136)
26,08/13/2021,MDS RX,246 Friendship Cir,,,Beaver,Pennsylvania,15009,Beaver,0,140,0,140,POINT (-80.32784 40.705697)
27,08/09/2021,Altoona Arth and Osteop Cntr,175 Meadowbrook Lane,,,Duncansville,Pennsylvania,16635,Blair,0,280,0,280,POINT (-78.417164 40.435193)
28,08/02/2021,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street,,Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,140,0,140,POINT (-79.989908 40.430888)
29,08/12/2021,The Medicine Shoppe 0838,20 Bailey Avenue,100,,Pittsburgh,Pennsylvania,15211,Allegheny,0,980,0,980,POINT (-80.004584 40.42699)
30,08/09/2021,Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,,,Phoenixville,Pennsylvania,19460,Chester,0,140,0,140,POINT (-75.547056 40.129625)
