,Region,County,First Dose,Series Complete,Report as of
4592,Western New York,Cattaraugus,8529,4685,02/26/2021
4593,Central New York,Cayuga,12813,6788,02/26/2021
4594,Western New York,Chautauqua,15094,9164,02/26/2021
4595,Southern Tier,Chemung,10378,7097,02/26/2021
4596,Southern Tier,Chenango,5846,3245,02/26/2021
4597,North Country,Clinton,18765,10880,02/26/2021
4598,Capital Region,Columbia,8706,4756,02/26/2021
4599,Central New York,Cortland,6423,3456,02/26/2021
4600,Southern Tier,Delaware,4994,2286,02/26/2021
4601,Mid-Hudson,Dutchess,34624,18696,02/26/2021
4602,Western New York,Erie,131533,86908,02/26/2021
4603,North Country,Essex,8273,4633,02/26/2021
4604,North Country,Franklin,10766,5974,02/26/2021
4605,Mohawk Valley,Fulton,6383,3987,02/26/2021
4606,Finger Lakes,Genesee,7693,4629,02/26/2021
4607,Capital Region,Greene,5788,2952,02/26/2021
4608,North Country,Hamilton,1646,1164,02/26/2021
4609,Mohawk Valley,Herkimer,10343,6015,02/26/2021
4610,North Country,Jefferson,16553,9671,02/26/2021
4611,New York City,Kings,230514,117801,02/26/2021
4612,North Country,Lewis,4014,2385,02/26/2021
4613,Finger Lakes,Livingston,9139,6024,02/26/2021
4614,Central New York,Madison,12053,6520,02/26/2021
4615,Finger Lakes,Monroe,109965,68388,02/26/2021
4616,Mohawk Valley,Montgomery,7075,4272,02/26/2021
4617,Long Island,Nassau,236314,143462,02/26/2021
4618,New York City,New York,260558,157354,02/26/2021
4619,Western New York,Niagara,26897,18363,02/26/2021
4620,Mohawk Valley,Oneida,41020,24454,02/26/2021
4621,Central New York,Onondaga,86525,52288,02/26/2021
4622,Finger Lakes,Ontario,18243,10720,02/26/2021
4623,Mid-Hudson,Orange,35541,20194,02/26/2021
4624,Finger Lakes,Orleans,4137,2244,02/26/2021
4625,Central New York,Oswego,16192,10081,02/26/2021
4626,Mohawk Valley,Otsego,9167,5746,02/26/2021
4627,Mid-Hudson,Putnam,13220,7696,02/26/2021
4628,New York City,Queens,261365,134664,02/26/2021
4629,Capital Region,Rensselaer,23287,14048,02/26/2021
4630,New York City,Richmond,68759,38366,02/26/2021
4631,Mid-Hudson,Rockland,44094,26991,02/26/2021
4632,Capital Region,Saratoga,38940,22078,02/26/2021
4633,Capital Region,Schenectady,25294,13595,02/26/2021
4634,Mohawk Valley,Schoharie,3354,1866,02/26/2021
4635,Southern Tier,Schuyler,2586,1582,02/26/2021
4636,Finger Lakes,Seneca,4572,2522,02/26/2021
4637,North Country,St. Lawrence,23598,14822,02/26/2021
4638,Southern Tier,Steuben,9945,6040,02/26/2021
4639,Long Island,Suffolk,199843,113134,02/26/2021
4640,Mid-Hudson,Sullivan,7825,4348,02/26/2021
4641,Southern Tier,Tioga,5657,3047,02/26/2021
4642,Southern Tier,Tompkins,14823,7794,02/26/2021
4643,Mid-Hudson,Ulster,23708,13139,02/26/2021
4644,Capital Region,Warren,11553,6494,02/26/2021
4645,Capital Region,Washington,7271,3702,02/26/2021
4646,Finger Lakes,Wayne,11427,6737,02/26/2021
4647,Mid-Hudson,Westchester,145748,90056,02/26/2021
4648,Finger Lakes,Wyoming,4949,3050,02/26/2021
4649,Finger Lakes,Yates,3843,1991,02/26/2021
4650,Capital Region,Albany,52725,30171,02/27/2021
4651,Western New York,Allegany,4386,2272,02/27/2021
4652,New York City,Bronx,114945,67845,02/27/2021
4653,Southern Tier,Broome,34065,20238,02/27/2021
4654,Western New York,Cattaraugus,8831,4708,02/27/2021
4655,Central New York,Cayuga,13251,6992,02/27/2021
4656,Western New York,Chautauqua,16158,9228,02/27/2021
4657,Southern Tier,Chemung,10937,7289,02/27/2021
4658,Southern Tier,Chenango,6195,3281,02/27/2021
4659,North Country,Clinton,19048,11083,02/27/2021
4660,Capital Region,Columbia,9059,4880,02/27/2021
4661,Central New York,Cortland,6963,3490,02/27/2021
4662,Southern Tier,Delaware,5164,2329,02/27/2021
4663,Mid-Hudson,Dutchess,36308,19071,02/27/2021
4664,Western New York,Erie,135769,87952,02/27/2021
4665,North Country,Essex,8403,4745,02/27/2021
4666,North Country,Franklin,10883,6064,02/27/2021
4667,Mohawk Valley,Fulton,6556,4042,02/27/2021
4668,Finger Lakes,Genesee,7868,4841,02/27/2021
4669,Capital Region,Greene,5942,3047,02/27/2021
4670,North Country,Hamilton,1779,1211,02/27/2021
4671,Mohawk Valley,Herkimer,10572,6082,02/27/2021
4672,North Country,Jefferson,16734,9748,02/27/2021
4673,New York City,Kings,241669,123125,02/27/2021
4674,North Country,Lewis,4083,2398,02/27/2021
4675,Finger Lakes,Livingston,9430,6157,02/27/2021
4676,Central New York,Madison,12331,6625,02/27/2021
4677,Finger Lakes,Monroe,113040,70973,02/27/2021
4678,Mohawk Valley,Montgomery,7395,4421,02/27/2021
4679,Long Island,Nassau,243078,148191,02/27/2021
4680,New York City,New York,271760,161818,02/27/2021
4681,Western New York,Niagara,27552,18653,02/27/2021
4682,Mohawk Valley,Oneida,41594,25029,02/27/2021
4683,Central New York,Onondaga,88503,53330,02/27/2021
4684,Finger Lakes,Ontario,18726,11141,02/27/2021
4685,Mid-Hudson,Orange,36818,20826,02/27/2021
4686,Finger Lakes,Orleans,4212,2291,02/27/2021
4687,Central New York,Oswego,17202,10316,02/27/2021
4688,Mohawk Valley,Otsego,9497,5806,02/27/2021
4689,Mid-Hudson,Putnam,13557,7906,02/27/2021
4690,New York City,Queens,273792,140267,02/27/2021
4691,Capital Region,Rensselaer,23730,15029,02/27/2021
4692,New York City,Richmond,71251,39944,02/27/2021
4693,Mid-Hudson,Rockland,45171,27998,02/27/2021
4694,Capital Region,Saratoga,40157,22940,02/27/2021
4695,Capital Region,Schenectady,25906,13963,02/27/2021
4696,Mohawk Valley,Schoharie,3411,1900,02/27/2021
4697,Southern Tier,Schuyler,2648,1595,02/27/2021
4698,Finger Lakes,Seneca,4668,2661,02/27/2021
4699,North Country,St. Lawrence,23946,15025,02/27/2021
4700,Southern Tier,Steuben,10361,6172,02/27/2021
4701,Long Island,Suffolk,206817,117221,02/27/2021
4702,Mid-Hudson,Sullivan,8272,4438,02/27/2021
4703,Southern Tier,Tioga,5918,3087,02/27/2021
4704,Southern Tier,Tompkins,15291,7898,02/27/2021
4705,Mid-Hudson,Ulster,24651,13509,02/27/2021
4706,Capital Region,Warren,12013,6629,02/27/2021
4707,Capital Region,Washington,7543,4108,02/27/2021
4708,Finger Lakes,Wayne,11902,7278,02/27/2021
4709,Mid-Hudson,Westchester,150261,92626,02/27/2021
4710,Finger Lakes,Wyoming,5021,3069,02/27/2021
4711,Finger Lakes,Yates,3925,2045,02/27/2021
4712,Capital Region,Albany,53611,30844,02/28/2021
4713,Western New York,Allegany,4474,2276,02/28/2021
4714,New York City,Bronx,117894,69120,02/28/2021
4715,Southern Tier,Broome,34656,20586,02/28/2021
4716,Western New York,Cattaraugus,8979,4722,02/28/2021
4717,Central New York,Cayuga,13419,7048,02/28/2021
4718,Western New York,Chautauqua,16633,9274,02/28/2021
4719,Southern Tier,Chemung,11160,7658,02/28/2021
4720,Southern Tier,Chenango,6256,3317,02/28/2021
4721,North Country,Clinton,19312,11263,02/28/2021
4722,Capital Region,Columbia,9274,4977,02/28/2021
4723,Central New York,Cortland,7071,3516,02/28/2021
4724,Southern Tier,Delaware,5263,2389,02/28/2021
4725,Mid-Hudson,Dutchess,37127,19455,02/28/2021
4726,Western New York,Erie,138334,88988,02/28/2021
4727,North Country,Essex,8487,4818,02/28/2021
4728,North Country,Franklin,11028,6154,02/28/2021
4729,Mohawk Valley,Fulton,6718,4065,02/28/2021
4730,Finger Lakes,Genesee,7979,4882,02/28/2021
4731,Capital Region,Greene,6070,3075,02/28/2021
4732,North Country,Hamilton,1779,1213,02/28/2021
4733,Mohawk Valley,Herkimer,10720,6138,02/28/2021
4734,North Country,Jefferson,16965,9806,02/28/2021
4735,New York City,Kings,253467,126110,02/28/2021
4736,North Country,Lewis,4098,2405,02/28/2021
4737,Finger Lakes,Livingston,9508,6184,02/28/2021
4738,Central New York,Madison,12552,6716,02/28/2021
4739,Finger Lakes,Monroe,115658,71864,02/28/2021
4740,Mohawk Valley,Montgomery,7596,4444,02/28/2021
4741,Long Island,Nassau,249793,151151,02/28/2021
4742,New York City,New York,281951,164174,02/28/2021
4743,Western New York,Niagara,28217,18810,02/28/2021
4744,Mohawk Valley,Oneida,42514,25310,02/28/2021
4745,Central New York,Onondaga,90235,53989,02/28/2021
4746,Finger Lakes,Ontario,19147,11264,02/28/2021
4747,Mid-Hudson,Orange,37685,21021,02/28/2021
4748,Finger Lakes,Orleans,4254,2301,02/28/2021
4749,Central New York,Oswego,17479,10376,02/28/2021
4750,Mohawk Valley,Otsego,9749,5843,02/28/2021
4751,Mid-Hudson,Putnam,13925,7995,02/28/2021
4752,New York City,Queens,289233,144254,02/28/2021
4753,Capital Region,Rensselaer,24156,15820,02/28/2021
4754,New York City,Richmond,75016,40975,02/28/2021
4755,Mid-Hudson,Rockland,46058,28319,02/28/2021
4756,Capital Region,Saratoga,41078,23419,02/28/2021
4757,Capital Region,Schenectady,26442,14198,02/28/2021
4758,Mohawk Valley,Schoharie,3493,1924,02/28/2021
4759,Southern Tier,Schuyler,2724,1617,02/28/2021
4760,Finger Lakes,Seneca,4778,2682,02/28/2021
4761,North Country,St. Lawrence,24234,15238,02/28/2021
4762,Southern Tier,Steuben,10474,6308,02/28/2021
4763,Long Island,Suffolk,211742,118203,02/28/2021
4764,Mid-Hudson,Sullivan,8366,4897,02/28/2021
4765,Southern Tier,Tioga,6087,3137,02/28/2021
4766,Southern Tier,Tompkins,15609,7969,02/28/2021
4767,Mid-Hudson,Ulster,25349,13679,02/28/2021
4768,Capital Region,Warren,12250,6765,02/28/2021
4769,Capital Region,Washington,7721,4470,02/28/2021
4770,Finger Lakes,Wayne,12177,7361,02/28/2021
4771,Mid-Hudson,Westchester,154390,94079,02/28/2021
4772,Finger Lakes,Wyoming,5069,3076,02/28/2021
4773,Finger Lakes,Yates,3996,2058,02/28/2021
4774,Capital Region,Albany,55110,31455,03/01/2021
4775,Western New York,Allegany,4579,2317,03/01/2021
4776,New York City,Bronx,121340,70561,03/01/2021
4777,Southern Tier,Broome,35702,21204,03/01/2021
4778,Western New York,Cattaraugus,9181,4755,03/01/2021
4779,Central New York,Cayuga,13632,7250,03/01/2021
4780,Western New York,Chautauqua,17281,9309,03/01/2021
4781,Southern Tier,Chemung,11292,7762,03/01/2021
4782,Southern Tier,Chenango,6346,3447,03/01/2021
4783,North Country,Clinton,19558,11603,03/01/2021
4784,Capital Region,Columbia,9557,5103,03/01/2021
4785,Central New York,Cortland,7239,3641,03/01/2021
4786,Southern Tier,Delaware,5487,2451,03/01/2021
4787,Mid-Hudson,Dutchess,38155,19703,03/01/2021
4788,Western New York,Erie,141085,89841,03/01/2021
4789,North Country,Essex,8732,4957,03/01/2021
4790,North Country,Franklin,11269,6362,03/01/2021
4791,Mohawk Valley,Fulton,6878,4120,03/01/2021
4792,Finger Lakes,Genesee,8080,4913,03/01/2021
4793,Capital Region,Greene,6207,3179,03/01/2021
4794,North Country,Hamilton,1791,1217,03/01/2021
4795,Mohawk Valley,Herkimer,10963,6393,03/01/2021
4796,North Country,Jefferson,17356,10098,03/01/2021
4797,New York City,Kings,262709,129428,03/01/2021
4798,North Country,Lewis,4134,2463,03/01/2021
4799,Finger Lakes,Livingston,9717,6231,03/01/2021
4800,Central New York,Madison,12772,6927,03/01/2021
4801,Finger Lakes,Monroe,118591,73297,03/01/2021
4802,Mohawk Valley,Montgomery,8024,4564,03/01/2021
4803,Long Island,Nassau,255777,153554,03/01/2021
4804,New York City,New York,288329,167043,03/01/2021
4805,Western New York,Niagara,28985,18936,03/01/2021
4806,Mohawk Valley,Oneida,44026,25830,03/01/2021
4807,Central New York,Onondaga,92016,55338,03/01/2021
4808,Finger Lakes,Ontario,19686,11404,03/01/2021
4809,Mid-Hudson,Orange,38605,21228,03/01/2021
4810,Finger Lakes,Orleans,4298,2370,03/01/2021
4811,Central New York,Oswego,18884,10598,03/01/2021
4812,Mohawk Valley,Otsego,10064,6073,03/01/2021
4813,Mid-Hudson,Putnam,14313,8111,03/01/2021
4814,New York City,Queens,298394,147100,03/01/2021
4815,Capital Region,Rensselaer,24700,16456,03/01/2021
4816,New York City,Richmond,76464,41601,03/01/2021
4817,Mid-Hudson,Rockland,47012,29168,03/01/2021
4818,Capital Region,Saratoga,42276,24067,03/01/2021
4819,Capital Region,Schenectady,27190,14526,03/01/2021
4820,Mohawk Valley,Schoharie,3621,1962,03/01/2021
4821,Southern Tier,Schuyler,2801,1645,03/01/2021
4822,Finger Lakes,Seneca,5031,2804,03/01/2021
4823,North Country,St. Lawrence,24645,15679,03/01/2021
4824,Southern Tier,Steuben,10604,6369,03/01/2021
4825,Long Island,Suffolk,216691,121093,03/01/2021
4826,Mid-Hudson,Sullivan,8445,5027,03/01/2021
4827,Southern Tier,Tioga,6284,3243,03/01/2021
4828,Southern Tier,Tompkins,16589,8702,03/01/2021
4829,Mid-Hudson,Ulster,26101,13799,03/01/2021
4830,Capital Region,Warren,12601,6937,03/01/2021
4831,Capital Region,Washington,7984,4550,03/01/2021
4832,Finger Lakes,Wayne,12451,7426,03/01/2021
4833,Mid-Hudson,Westchester,158540,95775,03/01/2021
4834,Finger Lakes,Wyoming,5119,3101,03/01/2021
4835,Finger Lakes,Yates,4079,2086,03/01/2021
4836,Capital Region,Albany,56604,31822,03/02/2021
4837,Western New York,Allegany,4650,2352,03/02/2021
4838,New York City,Bronx,124625,71483,03/02/2021
4839,Southern Tier,Broome,37124,21635,03/02/2021
4840,Western New York,Cattaraugus,9500,4777,03/02/2021
4841,Central New York,Cayuga,13831,7392,03/02/2021
4842,Western New York,Chautauqua,18507,9397,03/02/2021
4843,Southern Tier,Chemung,11435,7798,03/02/2021
4844,Southern Tier,Chenango,6766,3557,03/02/2021
4845,North Country,Clinton,20296,11916,03/02/2021
4846,Capital Region,Columbia,9859,5149,03/02/2021
4847,Central New York,Cortland,7341,3725,03/02/2021
4848,Southern Tier,Delaware,5834,2506,03/02/2021
4849,Mid-Hudson,Dutchess,39364,19956,03/02/2021
4850,Western New York,Erie,145223,90738,03/02/2021
4851,North Country,Essex,9096,5065,03/02/2021
4852,North Country,Franklin,11564,6536,03/02/2021
4853,Mohawk Valley,Fulton,7022,4149,03/02/2021
4854,Finger Lakes,Genesee,8267,4959,03/02/2021
4855,Capital Region,Greene,6349,3210,03/02/2021
4856,North Country,Hamilton,1799,1219,03/02/2021
4857,Mohawk Valley,Herkimer,11192,6527,03/02/2021
4858,North Country,Jefferson,18219,10238,03/02/2021
4859,New York City,Kings,272649,131651,03/02/2021
4860,North Country,Lewis,4204,2500,03/02/2021
4861,Finger Lakes,Livingston,9907,6276,03/02/2021
4862,Central New York,Madison,13033,7153,03/02/2021
4863,Finger Lakes,Monroe,122180,74538,03/02/2021
4864,Mohawk Valley,Montgomery,8247,4606,03/02/2021
4865,Long Island,Nassau,264296,156352,03/02/2021
4866,New York City,New York,297931,169616,03/02/2021
4867,Western New York,Niagara,29690,19091,03/02/2021
4868,Mohawk Valley,Oneida,45267,26238,03/02/2021
4869,Central New York,Onondaga,94168,56771,03/02/2021
4870,Finger Lakes,Ontario,20140,11541,03/02/2021
4871,Mid-Hudson,Orange,39635,22150,03/02/2021
4872,Finger Lakes,Orleans,4411,2399,03/02/2021
4873,Central New York,Oswego,19424,10801,03/02/2021
4874,Mohawk Valley,Otsego,10314,6228,03/02/2021
4875,Mid-Hudson,Putnam,14887,8213,03/02/2021
4876,New York City,Queens,308750,149259,03/02/2021
4877,Capital Region,Rensselaer,25284,16593,03/02/2021
4878,New York City,Richmond,78161,42487,03/02/2021
4879,Mid-Hudson,Rockland,49203,29533,03/02/2021
4880,Capital Region,Saratoga,43734,24471,03/02/2021
4881,Capital Region,Schenectady,28135,14782,03/02/2021
4882,Mohawk Valley,Schoharie,3904,1985,03/02/2021
4883,Southern Tier,Schuyler,2860,1649,03/02/2021
4884,Finger Lakes,Seneca,5100,2855,03/02/2021
4885,North Country,St. Lawrence,25157,16067,03/02/2021
4886,Southern Tier,Steuben,10750,6452,03/02/2021
4887,Long Island,Suffolk,222327,124370,03/02/2021
4888,Mid-Hudson,Sullivan,8562,5165,03/02/2021
4889,Southern Tier,Tioga,6469,3307,03/02/2021
4890,Southern Tier,Tompkins,17190,8854,03/02/2021
4891,Mid-Hudson,Ulster,26926,13928,03/02/2021
4892,Capital Region,Warren,13226,7037,03/02/2021
4893,Capital Region,Washington,8501,4603,03/02/2021
4894,Finger Lakes,Wayne,12802,7504,03/02/2021
4895,Mid-Hudson,Westchester,164209,97373,03/02/2021
4896,Finger Lakes,Wyoming,5172,3123,03/02/2021
4897,Finger Lakes,Yates,4195,2108,03/02/2021
4898,Capital Region,Albany,57904,32446,03/03/2021
4899,Western New York,Allegany,4773,2371,03/03/2021
4900,New York City,Bronx,127891,72508,03/03/2021
4901,Southern Tier,Broome,38556,22022,03/03/2021
4902,Western New York,Cattaraugus,10052,4991,03/03/2021
4903,Central New York,Cayuga,14071,7492,03/03/2021
4904,Western New York,Chautauqua,19003,9854,03/03/2021
4905,Southern Tier,Chemung,11598,7820,03/03/2021
4906,Southern Tier,Chenango,7206,3702,03/03/2021
4907,North Country,Clinton,20700,12259,03/03/2021
4908,Capital Region,Columbia,10683,5258,03/03/2021
4909,Central New York,Cortland,7447,3910,03/03/2021
4910,Southern Tier,Delaware,5975,2525,03/03/2021
4911,Mid-Hudson,Dutchess,40541,20287,03/03/2021
4912,Western New York,Erie,150604,92319,03/03/2021
4913,North Country,Essex,9284,5204,03/03/2021
4914,North Country,Franklin,11786,6687,03/03/2021
4915,Mohawk Valley,Fulton,7265,4225,03/03/2021
4916,Finger Lakes,Genesee,8907,5090,03/03/2021
4917,Capital Region,Greene,6571,3253,03/03/2021
4918,North Country,Hamilton,1817,1223,03/03/2021
4919,Mohawk Valley,Herkimer,11561,6684,03/03/2021
4920,North Country,Jefferson,19330,10524,03/03/2021
4921,New York City,Kings,282374,133855,03/03/2021
4922,North Country,Lewis,4301,2548,03/03/2021
4923,Finger Lakes,Livingston,10171,6459,03/03/2021
4924,Central New York,Madison,13613,7336,03/03/2021
4925,Finger Lakes,Monroe,126327,75868,03/03/2021
4926,Mohawk Valley,Montgomery,8457,4834,03/03/2021
4927,Long Island,Nassau,272222,158903,03/03/2021
4928,New York City,New York,307808,171906,03/03/2021
4929,Western New York,Niagara,31096,19523,03/03/2021
4930,Mohawk Valley,Oneida,45927,26824,03/03/2021
4931,Central New York,Onondaga,96530,58105,03/03/2021
4932,Finger Lakes,Ontario,20688,11726,03/03/2021
4933,Mid-Hudson,Orange,40768,22395,03/03/2021
4934,Finger Lakes,Orleans,4479,2453,03/03/2021
4935,Central New York,Oswego,19656,11030,03/03/2021
4936,Mohawk Valley,Otsego,10580,6288,03/03/2021
4937,Mid-Hudson,Putnam,15488,8477,03/03/2021
4938,New York City,Queens,319328,151563,03/03/2021
4939,Capital Region,Rensselaer,26459,16840,03/03/2021
4940,New York City,Richmond,80217,43462,03/03/2021
4941,Mid-Hudson,Rockland,51709,29924,03/03/2021
4942,Capital Region,Saratoga,45157,24952,03/03/2021
4943,Capital Region,Schenectady,29089,15113,03/03/2021
4944,Mohawk Valley,Schoharie,4088,2012,03/03/2021
4945,Southern Tier,Schuyler,3038,1657,03/03/2021
4946,Finger Lakes,Seneca,5364,2898,03/03/2021
4947,North Country,St. Lawrence,25645,16322,03/03/2021
4948,Southern Tier,Steuben,11353,6483,03/03/2021
4949,Long Island,Suffolk,230053,126460,03/03/2021
4950,Mid-Hudson,Sullivan,8661,5363,03/03/2021
4951,Southern Tier,Tioga,6722,3358,03/03/2021
4952,Southern Tier,Tompkins,18017,9046,03/03/2021
4953,Mid-Hudson,Ulster,27735,14106,03/03/2021
4954,Capital Region,Warren,13726,7170,03/03/2021
4955,Capital Region,Washington,8952,4649,03/03/2021
4956,Finger Lakes,Wayne,13110,7612,03/03/2021
4957,Mid-Hudson,Westchester,171045,99137,03/03/2021
4958,Finger Lakes,Wyoming,5365,3213,03/03/2021
4959,Finger Lakes,Yates,4334,2137,03/03/2021
4960,Capital Region,Albany,60641,33651,03/04/2021
4961,Western New York,Allegany,4983,2466,03/04/2021
4962,New York City,Bronx,132150,74578,03/04/2021
4963,Southern Tier,Broome,39803,22848,03/04/2021
4964,Western New York,Cattaraugus,10511,5219,03/04/2021
4965,Central New York,Cayuga,14565,7742,03/04/2021
4966,Western New York,Chautauqua,19683,10011,03/04/2021
4967,Southern Tier,Chemung,11755,7881,03/04/2021
4968,Southern Tier,Chenango,7404,3758,03/04/2021
4969,North Country,Clinton,21775,12516,03/04/2021
4970,Capital Region,Columbia,11273,5566,03/04/2021
4971,Central New York,Cortland,7876,3956,03/04/2021
4972,Southern Tier,Delaware,6319,2561,03/04/2021
4973,Mid-Hudson,Dutchess,43023,21163,03/04/2021
4974,Western New York,Erie,157238,94917,03/04/2021
4975,North Country,Essex,9633,5457,03/04/2021
4976,North Country,Franklin,12351,6789,03/04/2021
4977,Mohawk Valley,Fulton,7881,4464,03/04/2021
4978,Finger Lakes,Genesee,9178,5183,03/04/2021
4979,Capital Region,Greene,6807,3324,03/04/2021
4980,North Country,Hamilton,1877,1277,03/04/2021
4981,Mohawk Valley,Herkimer,11998,6823,03/04/2021
4982,North Country,Jefferson,20106,10765,03/04/2021
4983,New York City,Kings,294301,138369,03/04/2021
4984,North Country,Lewis,4667,2584,03/04/2021
4985,Finger Lakes,Livingston,10475,6776,03/04/2021
4986,Central New York,Madison,14222,7533,03/04/2021
4987,Finger Lakes,Monroe,132466,77550,03/04/2021
4988,Mohawk Valley,Montgomery,9151,4921,03/04/2021
4989,Long Island,Nassau,281592,162341,03/04/2021
4990,New York City,New York,320582,175048,03/04/2021
4991,Western New York,Niagara,33005,19768,03/04/2021
4992,Mohawk Valley,Oneida,47031,27517,03/04/2021
4993,Central New York,Onondaga,100378,59246,03/04/2021
4994,Finger Lakes,Ontario,22085,12128,03/04/2021
4995,Mid-Hudson,Orange,43938,22673,03/04/2021
4996,Finger Lakes,Orleans,4827,2611,03/04/2021
4997,Central New York,Oswego,20201,11307,03/04/2021
4998,Mohawk Valley,Otsego,10939,6355,03/04/2021
4999,Mid-Hudson,Putnam,16759,8654,03/04/2021
5000,New York City,Queens,332788,155614,03/04/2021
5001,Capital Region,Rensselaer,28215,17209,03/04/2021
5002,New York City,Richmond,83740,44721,03/04/2021
5003,Mid-Hudson,Rockland,53508,30460,03/04/2021
5004,Capital Region,Saratoga,47630,25605,03/04/2021
5005,Capital Region,Schenectady,30715,15540,03/04/2021
5006,Mohawk Valley,Schoharie,4233,2082,03/04/2021
5007,Southern Tier,Schuyler,3153,1730,03/04/2021
5008,Finger Lakes,Seneca,5624,3013,03/04/2021
5009,North Country,St. Lawrence,26680,16640,03/04/2021
5010,Southern Tier,Steuben,11571,6769,03/04/2021
5011,Long Island,Suffolk,237847,129703,03/04/2021
5012,Mid-Hudson,Sullivan,9182,5373,03/04/2021
5013,Southern Tier,Tioga,6900,3448,03/04/2021
5014,Southern Tier,Tompkins,18864,9123,03/04/2021
5015,Mid-Hudson,Ulster,30024,14279,03/04/2021
5016,Capital Region,Warren,14405,7339,03/04/2021
5017,Capital Region,Washington,9484,4741,03/04/2021
5018,Finger Lakes,Wayne,14016,7749,03/04/2021
5019,Mid-Hudson,Westchester,178496,101223,03/04/2021
5020,Finger Lakes,Wyoming,5659,3324,03/04/2021
5021,Finger Lakes,Yates,4746,2182,03/04/2021
5022,Capital Region,Albany,62750,34332,03/05/2021
5023,Western New York,Allegany,5956,2962,03/05/2021
5024,New York City,Bronx,138012,77442,03/05/2021
5025,Southern Tier,Broome,41039,23443,03/05/2021
5026,Western New York,Cattaraugus,11033,5601,03/05/2021
5027,Central New York,Cayuga,15419,7898,03/05/2021
5028,Western New York,Chautauqua,21464,10293,03/05/2021
5029,Southern Tier,Chemung,12389,7967,03/05/2021
5030,Southern Tier,Chenango,7966,4118,03/05/2021
5031,North Country,Clinton,22447,13113,03/05/2021
5032,Capital Region,Columbia,11717,5745,03/05/2021
5033,Central New York,Cortland,8109,4013,03/05/2021
5034,Southern Tier,Delaware,6489,2805,03/05/2021
5035,Mid-Hudson,Dutchess,45336,21803,03/05/2021
5036,Western New York,Erie,163186,97953,03/05/2021
5037,North Country,Essex,10036,5617,03/05/2021
5038,North Country,Franklin,12742,7024,03/05/2021
5039,Mohawk Valley,Fulton,8139,4507,03/05/2021
5040,Finger Lakes,Genesee,9551,5512,03/05/2021
5041,Capital Region,Greene,7086,3614,03/05/2021
5042,North Country,Hamilton,1886,1283,03/05/2021
5043,Mohawk Valley,Herkimer,12283,7049,03/05/2021
5044,North Country,Jefferson,20732,10884,03/05/2021
5045,New York City,Kings,306454,143686,03/05/2021
5046,North Country,Lewis,4867,2835,03/05/2021
5047,Finger Lakes,Livingston,10940,6873,03/05/2021
5048,Central New York,Madison,15051,7685,03/05/2021
5049,Finger Lakes,Monroe,139231,79608,03/05/2021
5050,Mohawk Valley,Montgomery,9427,4973,03/05/2021
5051,Long Island,Nassau,292067,166381,03/05/2021
5052,New York City,New York,333195,179294,03/05/2021
5053,Western New York,Niagara,34007,20194,03/05/2021
5054,Mohawk Valley,Oneida,48905,28297,03/05/2021
5055,Central New York,Onondaga,104326,60603,03/05/2021
5056,Finger Lakes,Ontario,23428,12652,03/05/2021
5057,Mid-Hudson,Orange,47453,23124,03/05/2021
5058,Finger Lakes,Orleans,4958,2702,03/05/2021
5059,Central New York,Oswego,20733,11643,03/05/2021
5060,Mohawk Valley,Otsego,11236,6513,03/05/2021
5061,Mid-Hudson,Putnam,18148,8978,03/05/2021
5062,New York City,Queens,348120,161746,03/05/2021
5063,Capital Region,Rensselaer,29881,17679,03/05/2021
5064,New York City,Richmond,86786,46082,03/05/2021
5065,Mid-Hudson,Rockland,56102,31086,03/05/2021
5066,Capital Region,Saratoga,49965,26373,03/05/2021
5067,Capital Region,Schenectady,32080,15927,03/05/2021
5068,Mohawk Valley,Schoharie,4383,2236,03/05/2021
5069,Southern Tier,Schuyler,3315,1816,03/05/2021
5070,Finger Lakes,Seneca,5837,3070,03/05/2021
5071,North Country,St. Lawrence,27585,17245,03/05/2021
5072,Southern Tier,Steuben,12029,6874,03/05/2021
5073,Long Island,Suffolk,247525,133989,03/05/2021
5074,Mid-Hudson,Sullivan,10206,5493,03/05/2021
5075,Southern Tier,Tioga,7244,3622,03/05/2021
5076,Southern Tier,Tompkins,20557,9253,03/05/2021
5077,Mid-Hudson,Ulster,32261,15038,03/05/2021
5078,Capital Region,Warren,14917,7485,03/05/2021
5079,Capital Region,Washington,9845,4827,03/05/2021
5080,Finger Lakes,Wayne,14822,8004,03/05/2021
5081,Mid-Hudson,Westchester,186786,103587,03/05/2021
5082,Finger Lakes,Wyoming,5907,3464,03/05/2021
5083,Finger Lakes,Yates,4906,2245,03/05/2021
5084,Capital Region,Albany,65560,34810,03/06/2021
5085,Western New York,Allegany,6371,3278,03/06/2021
5086,New York City,Bronx,142957,79987,03/06/2021
5087,Southern Tier,Broome,41738,23838,03/06/2021
5088,Western New York,Cattaraugus,11579,6007,03/06/2021
5089,Central New York,Cayuga,15818,8110,03/06/2021
5090,Western New York,Chautauqua,22085,10674,03/06/2021
5091,Southern Tier,Chemung,12543,8011,03/06/2021
5092,Southern Tier,Chenango,8109,4169,03/06/2021
5093,North Country,Clinton,22870,13276,03/06/2021
5094,Capital Region,Columbia,12270,5876,03/06/2021
5095,Central New York,Cortland,8749,4086,03/06/2021
5096,Southern Tier,Delaware,6759,2871,03/06/2021
